# Genetic map for GigaMUGA chromosome X
# nrow 3984
# ncol 3
marker,chr,pos
JAX00177534,X,12.785
JAX00177534r,X,12.785
UNC30696808,X,12.84
UNCHS048353,X,12.84
UNCHS048354,X,12.847
UNC30697358,X,12.948
JAX00709858,X,12.948
UNC30697627,X,12.985
JAX00709868,X,12.994
JAX00177548,X,13
JAX00238681,X,13.017
UNCHS048355,X,13.063
UNCHS048357,X,13.064
UNCHS048356,X,13.066
UNC30698758,X,13.201
UNC30698948,X,13.244
UNC30699425,X,13.339
JAX00709887,X,13.37
UNC30699686,X,13.377
UNC30699898,X,13.41
UNCHS048359,X,13.434
UNCHS048360,X,13.441
UNC30700441,X,13.504
UNC30700765,X,13.538
JAX00709903,X,13.545
UNCHS048363,X,13.55
JAX00709912,X,13.617
UNC30701595,X,13.68
JAX00177593,X,13.699
JAX00177594,X,13.736
JAX00709927,X,13.853
JAX00709939,X,14.05
UNC30704330,X,14.051
backupJAX00709954,X,14.224
JAX00177626,X,14.274
JAX00177628,X,14.287
JAX00177633,X,14.382
JAX00177636,X,14.408
UNCHS048366,X,14.476
backupUNC200355425,X,14.479
JAX00709975,X,14.518
JAX00709976,X,14.519
JAX00709979,X,14.571
JAX00177653,X,14.647
UNC30709000,X,14.661
JAX00709992,X,14.68
UNCHS048367,X,14.702
UNCHS048370,X,14.716
UNCHS048371,X,14.818
UNC30710710,X,14.873
JAX00710007,X,14.928
UNC30711880,X,15.073
JAX00177682,X,15.084
JAX00710023,X,15.225
UNC30713209,X,15.274
JAX00710031,X,15.322
JAX00177716,X,15.556
JAX00177722,X,15.642
UNCHS048375,X,15.688
JAX00710061,X,15.693
JAX00177735,X,15.853
UNCHS048378,X,15.867
UNC30717257,X,15.875
JAX00177739,X,15.891
UNCHS048379,X,15.966
UNCHS048380,X,15.97
UNCHS048381,X,15.979
UNCHS048382,X,15.982
UNCHS048383,X,15.983
UNCHS048384,X,15.985
JAX00177748,X,16.03
UNCHS048385,X,16.046
UNCHS048386,X,16.049
JAX00177752,X,16.058
UNC30718220,X,16.073
JAX00710089,X,16.132
JAX00177758,X,16.166
JAX00177761,X,16.201
UNCHS048387,X,16.202
UNCHS048388,X,16.206
UNC30719002,X,16.207
UNC30719599,X,16.261
JAX00177765,X,16.286
JAX00177765r,X,16.286
UNC30720191,X,16.314
UNCHS048389,X,16.326
UNCHS048390,X,16.329
UNC30720465,X,16.341
UNCHS048391,X,16.369
UNCHS048392,X,16.373
JAX00177773,X,16.374
JAX00177773r,X,16.374
UNC30721070,X,16.424
JAX00177776,X,16.425
UNC30721263,X,16.451
JAX00710130,X,16.478
UNC30721516,X,16.484
UNC30721793,X,16.515
UNC30721931,X,16.531
UNC30722598,X,16.59
UNC30722692,X,16.596
UNC30722932,X,16.604
UNCHS048393,X,16.606
JAX00177796,X,16.618
UNC30723415,X,16.618
UNC30723504,X,16.624
UNC30723729,X,16.631
JAX00710162,X,16.665
UNC30724960,X,16.666
JAX00710168,X,16.666
JAX00710168r,X,16.666
UNC30725243,X,16.679
UNC30725373,X,16.682
UNCHS048395,X,16.686
UNCHS048396,X,16.686
UNC30725617,X,16.691
UNCHS048397,X,16.697
JAX00710179,X,16.698
UNCHS048398,X,16.698
JAX00710184,X,16.715
JAX00710185,X,16.718
UNC30726384,X,16.72
JAX00710196,X,16.748
backupJAX00710201,X,16.76
JAX00710209,X,16.791
UNC30727695,X,16.791
UNCHS048400,X,16.856
JAX00177867,X,16.862
JAX00177867r,X,16.862
UNCHS048401,X,16.874
UNCHS048403,X,16.877
UNCHS048405,X,16.882
JAX00177874,X,16.884
UNC30729489,X,16.884
JAX00710240,X,16.915
UNC30730638,X,16.935
JAX00710245,X,16.942
UNC30731503,X,16.979
JAX00177903,X,16.985
UNC30733028,X,17.025
JAX00710274,X,17.027
JAX00710283,X,17.044
UNCHS048408,X,17.047
UNC30734400,X,17.073
JAX00710306,X,17.093
JAX00710307,X,17.094
JAX00710311,X,17.101
UNCHS048409,X,17.102
UNCHS048410,X,17.103
JAX00177939,X,17.107
UNCHS048411,X,17.115
UNCHS048412,X,17.115
UNC30737281,X,17.163
UNCHS048413,X,17.169
UNCHS048414,X,17.17
UNCHS048415,X,17.171
UNCHS048416,X,17.172
JAX00177952,X,17.183
UNCHS048417,X,17.196
UNC30738356,X,17.205
JAX00723988,X,17.276
UNC200381325,X,17.276
JAX00238774,X,17.286
UNCHS048419,X,17.287
UNC30739503,X,17.303
cr55snv118,X,17.503
JAX00177960,X,20.31
JAX00710336,X,20.345
JAX00177973,X,20.352
JAX00177976,X,20.359
UNCHS048425,X,20.364
UNCHS048426,X,20.364
JAX00177979,X,20.374
UNC30742350,X,20.386
JAX00710358,X,20.423
JAX00710358r,X,20.423
UNCHS048427,X,20.448
UNCHS048428,X,20.452
UNCHS048429,X,20.479
UNCHS048432,X,20.487
UNC30743509,X,20.522
UNCHS048433,X,20.548
UNCHS048434,X,20.552
JAX00710377,X,20.554
JAX00710377r,X,20.554
backupJAX00710383,X,20.571
UNCHS048435,X,20.581
UNCHS048436,X,20.585
JAX00710385,X,20.588
JAX00710386,X,20.596
JAX00178019,X,20.686
UNC30744860,X,20.687
JAX00710399,X,20.689
UNCHS048438,X,20.716
UNC30745253,X,20.719
JAX00178025,X,20.731
JAX00710409,X,20.747
JAX00710411,X,20.755
UNC30745604,X,20.756
JAX00178029,X,20.762
JAX00178030,X,20.762
UNC30745973,X,20.789
JAX00710420,X,20.791
backupUNC200383023,X,20.826
JAX00710422,X,20.838
UNC30746854,X,20.87
JAX00238856,X,20.879
JAX00178044,X,20.879
UNC30747328,X,20.911
UNCHS048440,X,20.92
UNCHS048441,X,20.94
UNC30747562,X,20.942
UNCHS048442,X,20.943
JAX00178054,X,20.962
UNC30747797,X,20.976
UNC30748057,X,20.999
UNC30748468,X,21.04
JAX00178066,X,21.046
UNC30748788,X,21.071
UNC30749060,X,21.104
JAX00178073,X,21.109
UNC30749196,X,21.121
UNC30749315,X,21.333
JAX00710468,X,21.4
UNC30749597,X,21.472
JAX00178090,X,21.493
JAX00710474,X,21.498
JAX00710475,X,21.499
UNC30749825,X,21.505
JAX00710480,X,21.545
UNC30750337,X,21.571
UNCHS048446,X,21.573
UNCHS048447,X,21.595
UNCHS048448,X,21.597
UNC30750639,X,21.602
UNCHS048449,X,21.608
UNC30750883,X,21.633
UNCHS048451,X,21.67
UNCHS048452,X,21.673
UNC30751841,X,21.699
UNCHS048453,X,21.769
UNCHS048455,X,21.777
UNCHS048456,X,21.78
JAX00710520,X,21.781
JAX00710520r,X,21.781
JAX00178124,X,21.784
JAX00178124r,X,21.784
UNCHS048457,X,21.785
UNC30752867,X,21.827
UNCHS048459,X,21.849
UNCHS048460,X,21.851
JAX00178133,X,21.853
UNC30753118,X,21.856
UNCHS048461,X,21.886
UNC30753391,X,21.886
UNCHS048463,X,21.886
UNCHS048465,X,21.897
UNCHS048466,X,21.899
UNCHS048467,X,21.9
JAX00178139,X,21.902
UNCHS048469,X,21.904
UNCHS048468,X,21.904
UNCHS048470,X,21.909
UNC30754038,X,21.959
UNCHS048471,X,22.003
JAX00710546,X,22.013
UNCHS048473,X,22.018
UNCHS048474,X,22.021
JAX00178154,X,22.022
JAX00710572,X,22.175
JAX00178174,X,22.195
JAX00178179,X,22.246
UNCHS048475,X,22.25
UNCHS048476,X,22.252
JAX00710587,X,22.278
JAX00178189,X,22.337
JAX00178200,X,22.411
JAX00178201,X,22.427
JAX00178201r,X,22.427
UNC30757733,X,22.522
JAX00710608,X,22.531
JAX00710610,X,22.531
JAX00710610r,X,22.531
JAX00178219,X,22.564
JAX00178226,X,22.617
JAX00710621,X,22.663
JAX00710622,X,22.695
UNC30758797,X,22.718
JAX00178251,X,22.865
JAX00710655,X,22.883
JAX00238896,X,22.914
UNC30761011,X,22.982
JAX00178266,X,23.012
JAX00710678,X,23.046
UNC30762021,X,23.066
UNCHS048477,X,23.127
JAX00710690,X,23.187
JAX00710690r,X,23.187
JAX00710695,X,23.187
UNC30763739,X,23.226
JAX00710701,X,23.229
UNC200008104,X,23.248
JAX00710719,X,23.281
JAX00710719r,X,23.281
JAX00710723,X,23.288
UNCHS048479,X,23.288
UNCHS048481,X,23.317
UNCHS048482,X,23.318
JAX00710729,X,23.323
UNCHS048483,X,23.323
UNC30765220,X,23.327
UNCHS048486,X,23.333
UNCHS048485,X,23.334
JAX00178335,X,23.355
UNCHS048487,X,23.37
JAX00710745,X,23.373
UNCHS048488,X,23.373
UNCHS048489,X,23.383
UNCHS048490,X,23.384
UNC30766111,X,23.385
JAX00178354,X,23.417
JAX00710762,X,23.417
UNCHS048491,X,23.421
JAX00710764,X,23.421
UNCHS048492,X,23.423
UNCHS048493,X,23.447
UNCHS048494,X,23.448
JAX00710779,X,23.462
JAX00710779r,X,23.462
UNC30767521,X,23.464
JAX00710784,X,23.473
JAX00710784q,X,23.473
UNCHS048495,X,23.478
UNCHS048496,X,23.481
UNCHS048497,X,23.484
UNC30767845,X,23.486
UNCHS048498,X,23.487
UNCHS048501,X,23.487
UNCHS048503,X,23.487
UNCHS048500,X,23.488
UNCHS048502,X,23.49
UNCHS048504,X,23.49
JAX00178382,X,23.516
UNCHS048506,X,23.53
JAX00710801,X,23.546
JAX00710801r,X,23.546
UNC30769314,X,23.555
JAX00178401,X,23.581
JAX00178401r,X,23.581
UNCHS048507,X,23.581
UNCHS048508,X,23.582
UNCHS048509,X,23.589
UNCHS048510,X,23.59
UNCHS048511,X,23.592
UNC30770156,X,23.598
UNCHS048513,X,23.599
UNCHS048515,X,23.616
UNCHS048516,X,23.617
UNCHS048518,X,23.657
UNCHS048519,X,23.674
UNCHS048520,X,23.675
JAX00178430,X,23.682
JAX00710846,X,23.685
JAX00710850,X,23.698
UNCHS048521,X,23.705
UNCHS048522,X,23.706
JAX00710854,X,23.708
UNC30772593,X,23.725
UNCHS048523,X,23.728
UNCHS048524,X,23.729
JAX00238932,X,23.733
JAX00178461,X,23.786
JAX00710872,X,23.789
JAX00178463,X,23.797
UNC30774073,X,23.798
JAX00710882,X,23.81
JAX00178468,X,23.815
JAX00178469,X,23.815
UNC30774548,X,23.822
JAX00710890,X,23.842
JAX00178480,X,23.856
JAX00710894,X,23.864
JAX00710897,X,23.875
JAX00710914,X,23.932
JAX00710914r,X,23.932
UNC30776885,X,23.96
JAX00178520,X,24.008
UNC30777756,X,24.01
JAX00710939,X,24.033
JAX00710939r,X,24.033
JAX00178532,X,24.054
JAX00710944,X,24.067
UNCHS048525,X,24.074
UNCHS048526,X,24.075
JAX00178543,X,24.081
UNC30778904,X,24.083
backupUNC200391017,X,24.132
UNCHS048527,X,24.134
UNCHS048528,X,24.136
JAX00710957,X,24.139
JAX00178560,X,24.141
JAX00710959,X,24.141
JAX00178562,X,24.152
JAX00710965,X,24.166
UNC30781136,X,24.189
JAX00178575,X,24.194
UNC30781834,X,24.236
JAX00710983,X,24.241
UNCHS048531,X,24.274
UNCHS048532,X,24.274
JAX00178595,X,24.276
JAX00711001,X,24.311
UNCHS048535,X,24.325
UNC30783995,X,24.352
UNC30784224,X,24.371
JAX00178623,X,24.38
UNCHS048538,X,24.451
UNC30786130,X,24.456
UNCHS048539,X,24.465
JAX00711031,X,24.489
JAX00178654,X,24.505
UNCHS048544,X,24.515
UNC30787182,X,24.523
UNCHS048546,X,24.541
UNC30787521,X,24.545
UNCHS048547,X,24.55
UNC30787866,X,24.562
JAX00711050,X,24.581
UNC30788545,X,24.597
UNC30788846,X,24.612
JAX00711067,X,24.627
UNC30789157,X,24.628
JAX00711068,X,24.64
UNC30789410,X,24.644
UNC30789906,X,24.661
UNC30790865,X,24.714
JAX00711095,X,24.719
UNC30791395,X,24.736
UNCHS048549,X,24.741
UNC30791526,X,24.741
UNCHS048550,X,24.742
JAX00178720,X,24.75
JAX00711109,X,24.758
UNC30792038,X,24.764
JAX00711112,X,24.781
JAX00711118,X,24.794
UNCHS048551,X,24.795
UNCHS048552,X,24.797
UNC30793138,X,24.82
JAX00178746,X,24.84
UNC30793694,X,24.844
JAX00238980,X,24.848
UNCHS048553,X,24.849
UNCHS048554,X,24.851
JAX00711131,X,24.859
UNC30794281,X,24.872
JAX00178756,X,24.872
JAX00178756r,X,24.872
UNC30794480,X,24.888
UNC30794561,X,24.903
UNCHS048555,X,24.94
UNC30794863,X,24.989
JAX00178769,X,25.058
UNCHS048558,X,25.085
UNCHS048559,X,25.099
UNC30795292,X,25.11
UNC30795630,X,25.208
UNC30795895,X,25.277
JAX00711174,X,25.369
JAX00711175,X,25.377
JAX00178790,X,25.412
UNC30796430,X,25.413
UNCHS048561,X,25.415
UNCHS048563,X,25.415
UNC30796800,X,25.44
JAX00711184,X,25.442
UNCHS048565,X,25.452
UNCHS048566,X,25.453
JAX00178802,X,25.458
UNCHS048567,X,25.461
UNC30797073,X,25.462
UNCHS048568,X,25.463
JAX00711187,X,25.467
JAX00711192,X,25.471
JAX00711201,X,25.481
JAX00178812,X,25.497
UNC30798054,X,25.501
JAX00711208,X,25.501
JAX00711211,X,25.514
JAX00711211r,X,25.514
JAX00711218,X,25.523
UNC30798651,X,25.524
UNC30799289,X,25.549
JAX00711240,X,25.586
JAX00711240r,X,25.586
JAX00711243,X,25.614
UNC30800635,X,25.62
JAX00711249,X,25.632
JAX00711254,X,25.651
UNC30801046,X,25.654
JAX00711262,X,25.673
UNC30801560,X,25.679
UNC30801779,X,25.68
UNCHS048569,X,25.68
UNCHS048570,X,25.681
UNCHS048571,X,25.681
UNCHS048572,X,25.681
JAX00178851,X,25.683
UNC30802291,X,25.683
JAX00178854,X,25.685
UNC30802998,X,25.687
UNCHS048574,X,25.688
UNCHS048575,X,25.69
UNCHS048576,X,25.69
UNC30803751,X,25.692
UNC30804612,X,25.736
UNCHS048577,X,25.736
UNCHS048578,X,25.74
JAX00178874,X,25.741
UNC30804910,X,25.754
JAX00711304,X,25.757
JAX00711309,X,25.759
UNC30805672,X,25.785
UNC30806046,X,25.797
UNCHS048579,X,25.802
UNCHS048580,X,25.803
UNCHS048581,X,25.837
UNC30807434,X,25.846
JAX00711337,X,25.846
JAX00711339,X,25.856
JAX00711339r,X,25.856
UNCHS048583,X,25.863
UNCHS048584,X,25.864
JAX00711342,X,25.865
UNC30808072,X,25.87
JAX00178908,X,25.89
UNC30808641,X,25.895
JAX00711354,X,25.906
UNCHS048585,X,25.915
UNCHS048586,X,25.916
UNC30809138,X,25.918
JAX00178919,X,25.947
JAX00711366,X,25.949
UNC30810621,X,26.01
JAX00711390,X,26.039
JAX00711397,X,26.052
UNC30811362,X,26.054
JAX00711404,X,26.086
UNCHS048608,X,26.106
UNCHS048587,X,26.108
UNCHS048588,X,26.109
UNCHS048589,X,26.109
UNCHS048423,X,26.11
UNC30812524,X,26.117
JAX00711416,X,26.129
UNC30812740,X,26.131
UNC30813296,X,26.165
JAX00711424,X,26.173
JAX00711427,X,26.177
backupJAX00239017,X,26.199
JAX00239017,X,26.199
