# Genetic map for GigaMUGA chromosome 13
# nrow 5279
# ncol 3
marker,chr,pos
JAX00201957,13,3.548
UNCHS034965,13,3.551
JAX00349662,13,3.553
UNC22087901,13,3.554
UNCHS034967,13,3.557
UNCHS034968,13,3.558
JAX00349671,13,3.562
UNC22088733,13,3.563
JAX00041566,13,3.571
UNCHS034970,13,3.584
UNCHS034971,13,3.588
UNC22091359,13,3.595
JAX00349721,13,3.601
UNCHS034973,13,3.606
UNCHS034974,13,3.607
UNCHS034975,13,3.608
UNCHS034976,13,3.609
UNC22092286,13,3.61
JAX00349731,13,3.611
JAX00349734,13,3.62
UNC22093617,13,3.624
UNCHS034980,13,3.632
UNCHS034981,13,3.632
UNCHS034982,13,3.632
UNCHS034983,13,3.636
UNCHS034984,13,3.636
UNC22094836,13,3.642
UNCHS034985,13,3.649
UNCHS034986,13,3.649
JAX00349768,13,3.651
UNCHS034987,13,3.652
UNCHS034988,13,3.652
UNC22095970,13,3.654
JAX00349774,13,3.655
JAX00349775,13,3.655
UNCHS034989,13,3.662
UNCHS034990,13,3.663
JAX00349785,13,3.664
backupUNC130006609,13,3.664
UNCHS034993,13,3.673
UNCHS034994,13,3.674
JAX00349794,13,3.676
UNC22097736,13,3.68
UNC22098823,13,3.693
UNCHS034995,13,3.697
UNCHS034996,13,3.697
JAX00349819,13,3.698
UNCHS034997,13,3.698
UNCHS034998,13,3.699
UNCHS034999,13,3.701
UNCHS035000,13,3.701
UNCHS035001,13,3.706
JAX00349831,13,3.706
UNCHS035002,13,3.706
UNC22100188,13,3.708
UNCHS035003,13,3.716
JAX00349847,13,3.717
UNC22100826,13,3.717
UNCHS035004,13,3.717
UNCHS035005,13,3.719
UNCHS035006,13,3.72
UNCHS035007,13,3.722
UNC22102410,13,3.736
UNC130007643,13,3.744
JAX00349891,13,3.745
UNC22104827,13,3.759
UNC22106060,13,3.772
UNCHS035012,13,3.78
JAX00041671,13,3.781
UNC22107783,13,3.788
UNCHS035015,13,3.789
UNCHS035016,13,3.79
UNC22108473,13,3.794
JAX00349979,13,3.811
UNC22111265,13,3.824
UNCHS035017,13,3.829
UNCHS035018,13,3.83
UNCHS035019,13,3.833
UNCHS035020,13,3.833
UNCHS035022,13,3.837
UNC22112860,13,3.839
UNC22113668,13,3.846
UNCHS035023,13,3.853
UNCHS035024,13,3.853
JAX00041713,13,3.869
UNC22114923,13,3.885
JAX00202000,13,3.909
UNCHS035025,13,3.927
UNCHS035026,13,3.929
UNCHS035028,13,3.988
JAX00350042,13,4.02
UNC22116791,13,4.043
JAX00350055,13,4.106
UNCHS035031,13,4.128
UNC22118523,13,4.128
UNCHS035032,13,4.13
UNC22119007,13,4.15
UNC22119063,13,4.183
JAX00350060,13,4.186
UNC22120110,13,4.244
JAX00041746,13,4.25
UNCHS035033,13,4.254
UNCHS035035,13,4.268
UNCHS035036,13,4.272
UNC22121309,13,4.335
UNC22121621,13,4.339
UNC22122038,13,4.346
UNCHS035037,13,4.351
UNCHS035038,13,4.351
UNC22122640,13,4.353
UNC22123056,13,4.359
JAX00350113,13,4.361
UNC22123526,13,4.367
UNC22123698,13,4.37
UNCHS035039,13,4.375
UNCHS035040,13,4.375
UNC22124482,13,4.378
JAX00350137,13,4.382
UNC22124922,13,4.387
UNC22125493,13,4.393
UNC22125971,13,4.396
JAX00350159,13,4.401
UNC22126609,13,4.403
UNC22127090,13,4.407
JAX00041782,13,4.41
JAX00350174,13,4.413
UNC22127676,13,4.413
UNCHS035042,13,4.415
UNC22128711,13,4.424
JAX00350196,13,4.427
UNCHS035043,13,4.43
JAX00350201,13,4.432
UNCHS035045,13,4.438
UNCHS035047,13,4.439
UNCHS035048,13,4.44
UNCHS035049,13,4.453
UNCHS035051,13,4.455
UNC22131310,13,4.455
UNCHS035052,13,4.455
UNC22131845,13,4.461
UNC22132289,13,4.467
JAX00350253,13,4.472
UNC22132949,13,4.474
UNCHS035055,13,4.475
UNCHS035056,13,4.476
UNC22133215,13,4.477
JAX00350269,13,4.483
UNC22133739,13,4.484
UNC22134453,13,4.494
UNCHS035057,13,4.496
UNC22134934,13,4.499
JAX00041815,13,4.499
UNCHS035059,13,4.506
UNC22135354,13,4.507
UNCHS035062,13,4.509
UNCHS035063,13,4.512
UNCHS035064,13,4.513
UNCHS035065,13,4.522
UNCHS035067,13,4.529
UNCHS035068,13,4.529
UNC22137469,13,4.536
UNCHS035069,13,4.551
UNCHS035071,13,4.558
UNCHS035072,13,4.559
JAX00350355,13,4.562
JAX00350356,13,4.563
JAX00350358,13,4.563
UNC22140006,13,4.632
UNCHS035073,13,4.717
UNCHS035074,13,4.748
ICR525,13,4.794
UNCHS035075,13,4.84
UNCHS035076,13,4.85
UNCHS035077,13,4.853
UNCHS035078,13,4.866
UNCHS035079,13,4.902
UNC22141689,13,4.97
UNCHS035081,13,5.077
UNCHS035082,13,5.085
UNCHS035085,13,5.145
UNC22143067,13,5.166
ICR529,13,5.17
JAX00041868,13,5.17
UNC22143085,13,5.18
UNC22143106,13,5.194
UNC22143487,13,5.222
UNC22144316,13,5.228
UNCHS035090,13,5.246
UNC22145917,13,5.247
UNCHS035091,13,5.249
UNCHS035092,13,5.249
JAX00350489,13,5.255
JAX00350496,13,5.259
UNC22146756,13,5.26
JAX00350502,13,5.266
JAX00041911,13,5.271
UNCHS035093,13,5.273
UNCHS035094,13,5.275
UNCHS035096,13,5.275
JAX00041918,13,5.285
UNC22149194,13,5.286
UNC22149575,13,5.294
UNCHS035097,13,5.294
UNCHS035098,13,5.294
UNCHS035099,13,5.304
UNCHS035100,13,5.304
UNC22150264,13,5.305
JAX00350581,13,5.309
UNCHS035101,13,5.31
UNCHS035102,13,5.311
UNC22150735,13,5.311
UNCHS035103,13,5.311
UNCHS035104,13,5.312
JAX00350592,13,5.314
UNCHS035105,13,5.314
UNC22152008,13,5.321
UNC22153001,13,5.329
JAX00350648,13,5.334
UNC22154128,13,5.337
UNC22155486,13,5.347
UNCHS035107,13,5.351
UNC22156119,13,5.351
UNCHS035108,13,5.351
UNCHS035109,13,5.362
UNC22157475,13,5.362
UNCHS035110,13,5.362
JAX00350701,13,5.368
UNC22158728,13,5.371
UNCHS035111,13,5.375
UNCHS035112,13,5.375
UNCHS035113,13,5.379
UNCHS035114,13,5.38
UNC22160603,13,5.382
JAX00350745,13,5.384
JAX00350761,13,5.387
JAX00350774,13,5.404
UNC22163382,13,5.439
JAX00042017,13,5.451
UNCHS035115,13,5.474
UNCHS035116,13,5.475
JAX00350818,13,5.476
UNCHS035117,13,5.49
UNCHS035118,13,5.491
UNC22165363,13,5.496
JAX00350844,13,5.507
UNCHS035119,13,5.524
UNC22166313,13,5.525
UNCHS035120,13,5.525
JAX00350858,13,5.527
UNCHS035121,13,5.531
UNCHS035122,13,5.534
UNCHS035123,13,5.557
UNCHS035124,13,5.559
UNCHS035125,13,5.559
UNCHS035126,13,5.561
UNC22167664,13,5.561
UNCHS035128,13,5.6
JAX00350898,13,5.608
UNC22170126,13,5.623
JAX00350917,13,5.64
UNC22170929,13,5.647
UNCHS035129,13,5.672
UNCHS035130,13,5.673
UNCHS035131,13,5.676
UNCHS035132,13,5.679
backupJAX00042076,13,5.693
UNCHS035133,13,5.694
UNCHS035134,13,5.696
UNC22173137,13,5.715
UNC22174331,13,5.742
JAX00350973,13,5.743
JAX00350980,13,5.749
UNCHS035135,13,5.768
UNC22175590,13,5.779
UNC22176234,13,5.792
JAX00042101,13,5.804
UNC22177382,13,5.833
UNCHS035137,13,5.847
UNCHS035138,13,5.848
ICR533,13,5.862
ICR4533,13,5.862
UNC22178547,13,5.863
ICR534,13,5.89
JAX00351070,13,5.893
JAX00351073,13,5.894
JAX00351073q,13,5.894
UNCHS035139,13,5.901
backupUNC130018837,13,5.905
JAX00351087,13,5.911
ICR535,13,5.92
ICR4535,13,5.92
UNC22180309,13,5.921
JAX00351105,13,5.924
ICR536,13,5.93
UNC22181883,13,5.936
JAX00351128,13,5.94
ICR537,13,5.942
ICR4537,13,5.942
UNCHS035142,13,5.942
UNCHS035143,13,5.946
UNCHS035144,13,5.946
JAX00351151,13,5.947
UNC130487260,13,5.947
ICR4538,13,5.952
UNC22183690,13,5.953
UNCHS035146,13,5.959
ICR539,13,5.962
UNC22185260,13,5.964
UNCHS035147,13,5.964
UNCHS035148,13,5.965
UNCHS035149,13,5.97
ICR540,13,5.973
ICR4540,13,5.974
JAX00351234,13,5.977
UNCHS035151,13,5.981
UNCHS035152,13,5.981
UNC22186716,13,5.981
UNCHS035153,13,5.995
UNCHS035154,13,5.995
UNCHS035155,13,6.001
UNC22188628,13,6.001
UNCHS035156,13,6.001
UNCHS035157,13,6.004
UNCHS035158,13,6.004
JAX00351300,13,6.012
JAX00351301,13,6.012
UNCHS035159,13,6.018
UNC22190603,13,6.023
UNC22191645,13,6.031
JAX00042204,13,6.038
UNC22192362,13,6.043
JAX00042211,13,6.063
UNC22193313,13,6.089
JAX00351365,13,6.102
UNCHS035163,13,6.111
UNC22194525,13,6.18
UNCHS035165,13,6.226
UNCHS035166,13,6.231
UNCHS035169,13,6.29
UNCHS035170,13,6.293
UNC22196688,13,6.322
UNCHS035171,13,6.327
UNCHS035172,13,6.33
UNC22198401,13,6.41
UNCHS035173,13,6.478
UNCHS035174,13,6.483
UNC22200065,13,6.509
JAX00351458,13,6.516
UNCHS035175,13,6.52
UNCHS035176,13,6.522
UNC22201133,13,6.565
JAX00351496,13,6.657
UNC22202797,13,6.658
UNCHS035180,13,6.664
JAX00351514,13,6.675
UNC22203735,13,6.686
UNCHS035181,13,6.688
UNCHS035182,13,6.689
UNCHS035183,13,6.704
UNCHS035184,13,6.707
UNCHS035185,13,6.731
UNCHS035186,13,6.732
UNCHS035188,13,6.779
UNCHS035189,13,6.784
UNCHS035190,13,6.785
UNC22207225,13,6.798
UNCHS035191,13,6.822
UNCHS035192,13,6.826
UNCHS035193,13,6.837
UNC22208995,13,6.842
UNCHS035194,13,6.842
JAX00351622,13,6.859
UNCHS035196,13,6.887
UNCHS035197,13,6.896
UNCHS035198,13,6.897
JAX00042296,13,6.898
UNC22212119,13,6.912
UNC22212938,13,6.946
JAX00351686,13,6.949
UNCHS035199,13,6.969
UNCHS035200,13,6.97
UNCHS035201,13,6.971
UNCHS035202,13,6.972
UNCHS035204,13,6.975
UNCHS035205,13,6.976
UNCHS035206,13,6.977
JAX00042316,13,6.98
UNC22215657,13,7.012
UNCHS035207,13,7.018
UNCHS035208,13,7.019
UNCHS035209,13,7.019
UNCHS035210,13,7.02
JAX00351742,13,7.032
JAX00351747,13,7.036
UNC22217054,13,7.038
JAX00351755,13,7.044
JAX00042331,13,7.052
JAX00351788,13,7.057
JAX00351791,13,7.065
JAX00351791r,13,7.065
UNCHS035211,13,7.074
UNCHS035212,13,7.075
UNC22220134,13,7.102
UNC22220550,13,7.113
UNCHS035213,13,7.139
UNCHS035214,13,7.139
JAX00351865,13,7.147
UNC22222713,13,7.159
UNC22223379,13,7.17
UNCHS035217,13,7.177
UNCHS035218,13,7.178
UNCHS035219,13,7.208
UNC22225370,13,7.209
UNCHS035220,13,7.21
UNC22225399,13,7.21
UNC22225445,13,7.211
UNC22225462,13,7.212
JAX00351935,13,7.212
UNC22225524,13,7.213
UNC22225547,13,7.213
UNC22225615,13,7.215
UNC22225713,13,7.217
UNC22225807,13,7.22
UNCHS035222,13,7.22
UNC22225855,13,7.221
UNC22225912,13,7.222
UNC22225931,13,7.223
UNC22225979,13,7.224
UNC22226048,13,7.225
UNC22226145,13,7.226
UNC22226243,13,7.228
UNC22226263,13,7.228
UNC22226346,13,7.23
UNCHS035225,13,7.231
UNC22226445,13,7.231
UNCHS035226,13,7.232
JAX00351971,13,7.233
JAX00351989,13,7.255
UNC22228117,13,7.257
UNCHS035227,13,7.269
UNCHS035228,13,7.27
JAX00042387,13,7.283
UNCHS035229,13,7.288
UNCHS035230,13,7.289
UNC22229959,13,7.292
UNCHS035231,13,7.294
UNCHS035232,13,7.296
JAX00042389,13,7.296
JAX00042391,13,7.306
JAX00352060,13,7.311
UNC22231083,13,7.312
JAX00352085,13,7.343
UNC22233008,13,7.369
UNC22233976,13,7.39
JAX00352129,13,7.401
UNC22234794,13,7.416
UNCHS035233,13,7.416
UNCHS035234,13,7.417
JAX00352160,13,7.454
UNC22236340,13,7.477
JAX00352170,13,7.485
UNCHS035235,13,7.535
UNCHS035236,13,7.537
UNC22238552,13,7.548
JAX00352201,13,7.552
UNCHS035237,13,7.562
UNCHS035238,13,7.563
UNC22239390,13,7.579
JAX00352211,13,7.58
UNCHS035239,13,7.585
JAX00042436,13,7.587
UNCHS035241,13,7.604
UNCHS035242,13,7.605
JAX00352251,13,7.632
JAX00042445,13,7.652
UNCHS035243,13,7.655
UNCHS035244,13,7.658
UNC22242643,13,7.667
JAX00042454,13,7.707
JAX00352279,13,7.718
JAX00352280,13,7.719
UNC22244370,13,7.736
UNC22245845,13,7.791
UNC22246861,13,7.831
JAX00352323,13,7.834
JAX00352327,13,7.842
UNC22247602,13,7.86
UNC22248562,13,7.887
UNC22249846,13,7.936
UNCHS035248,13,7.946
JAX00352372,13,7.955
JAX00352374,13,7.966
UNC22250684,13,7.971
UNCHS035249,13,8.02
UNCHS035250,13,8.022
UNCHS035251,13,8.025
UNCHS035252,13,8.028
UNCHS035253,13,8.028
UNC22251557,13,8.056
UNCHS034494,13,8.085
JAX00352395,13,8.091
UNC22252076,13,8.094
JAX00352400,13,8.112
JAX00352407,13,8.125
UNC22253286,13,8.16
UNC22253995,13,8.208
JAX00352445,13,8.474
UNCHS035260,13,8.477
UNC22254911,13,8.521
UNCHS035261,13,8.542
UNC22255385,13,8.58
UNCHS035263,13,8.653
UNCHS035264,13,8.66
UNC22255789,13,8.691
JAX00202221,13,8.767
UNC22256205,13,8.77
JAX00352467,13,8.778
JAX00042550,13,8.803
UNC22256440,13,8.811
UNCHS035266,13,8.835
UNC22256744,13,8.888
UNC22257304,13,8.963
JAX00352486,13,9.024
JAX00352492,13,9.117
UNC22257731,13,9.123
UNCHS035267,13,9.147
UNCHS035268,13,9.15
UNC22257907,13,9.161
UNC22258193,13,9.284
UNCHS035269,13,9.31
UNC22258382,13,9.312
UNCHS035270,13,9.313
UNC22258775,13,9.36
UNC22259028,13,9.387
UNC22259223,13,9.428
JAX00042591,13,9.445
UNC22259442,13,9.466
JAX00352522,13,9.47
UNC22259587,13,9.504
UNC22259812,13,9.573
UNC22260524,13,9.634
UNC22260645,13,9.65
UNC22260960,13,9.68
JAX00352544,13,9.691
UNCHS035271,13,9.75
UNCHS035272,13,9.754
UNC22261997,13,9.769
JAX00042619,13,9.77
UNC22262162,13,9.788
UNC22262889,13,9.82
JAX00352569,13,9.83
UNC22263112,13,9.832
UNCHS035273,13,9.85
UNCHS035274,13,9.851
UNC22263703,13,9.868
UNCHS035275,13,9.884
UNCHS035276,13,9.885
UNC22264104,13,9.887
UNC22264470,13,9.899
JAX00352599,13,9.925
JAX00352600,13,9.925
JAX00042642,13,9.939
UNC22265895,13,9.946
UNC22266149,13,9.957
UNCHS035278,13,9.973
UNCHS035279,13,9.98
UNCHS035280,13,9.982
UNC22267093,13,9.991
JAX00042649q,13,10.003
UNC22267580,13,10.008
UNC22267867,13,10.016
UNC22268907,13,10.042
JAX00352639,13,10.067
UNC22269494,13,10.071
UNCHS035281,13,10.117
UNCHS035282,13,10.118
UNCHS035283,13,10.134
UNCHS035284,13,10.138
UNC22271285,13,10.167
UNCHS035285,13,10.173
UNCHS035286,13,10.175
JAX00202258,13,10.176
UNC22271917,13,10.193
JAX00352686,13,10.203
UNC22272548,13,10.224
UNCHS035287,13,10.233
UNCHS035288,13,10.236
UNC22272854,13,10.245
UNCHS035290,13,10.261
UNC22273332,13,10.282
UNC22274725,13,10.359
UNCHS035291,13,10.36
UNCHS035292,13,10.362
JAX00352743,13,10.424
UNC22276430,13,10.46
JAX00202269,13,10.482
UNCHS035293,13,10.484
UNCHS035294,13,10.487
UNCHS035295,13,10.499
UNC22277913,13,10.551
JAX00352790,13,10.599
JAX00352790r,13,10.599
JAX00352797,13,10.642
JAX00352816,13,10.694
UNC22281152,13,10.726
JAX00352852,13,10.773
UNC22282237,13,10.783
UNCHS035297,13,10.787
UNCHS035298,13,10.79
JAX00042727,13,10.816
UNC22284385,13,10.904
UNCHS035299,13,10.931
UNCHS035300,13,10.933
UNCHS035301,13,10.94
UNCHS035302,13,10.942
UNCHS035303,13,10.943
UNCHS035304,13,10.945
JAX00352895,13,10.947
UNC22286225,13,10.998
UNCHS035305,13,11.011
UNCHS035306,13,11.014
UNCHS035307,13,11.069
UNCHS035308,13,11.071
UNCHS035310,13,11.076
UNCHS035311,13,11.118
UNCHS035312,13,11.123
UNC22288285,13,11.135
JAX00352935,13,11.143
JAX00352948,13,11.21
JAX00042767,13,11.24
JAX00202291,13,11.271
UNC22290927,13,11.302
JAX00042774,13,11.313
UNC22291387,13,11.319
UNC22291688,13,11.337
UNC22291820,13,11.347
UNC22291953,13,11.357
JAX00042778,13,11.364
UNCHS035313,13,11.375
UNC22292291,13,11.375
UNCHS035314,13,11.377
UNC22292588,13,11.389
UNC22293030,13,11.404
UNC22293231,13,11.416
UNC22293532,13,11.428
UNC22293733,13,11.442
UNC22294037,13,11.461
UNCHS035315,13,11.461
UNCHS035316,13,11.463
UNC22294340,13,11.474
UNC22294957,13,11.494
JAX00042792,13,11.495
UNC22295220,13,11.505
UNCHS035317,13,11.507
UNCHS035318,13,11.508
UNC22295480,13,11.515
UNC22295872,13,11.532
UNC22296244,13,11.547
UNC22296412,13,11.558
JAX00353012,13,11.567
UNCHS035319,13,11.593
UNCHS035320,13,11.596
UNC22297361,13,11.603
UNC22297708,13,11.621
UNC22297945,13,11.632
UNCHS035321,13,11.642
UNCHS035322,13,11.645
UNC22298532,13,11.66
UNCHS035324,13,11.663
UNC22298910,13,11.684
JAX00353029,13,11.713
UNCHS035325,13,11.716
UNCHS035326,13,11.718
JAX00353031,13,11.72
UNCHS035327,13,11.72
UNCHS035328,13,11.722
UNC22299509,13,11.724
UNCHS035329,13,11.74
UNCHS035330,13,11.742
UNC22300685,13,11.765
UNCHS035331,13,11.797
UNCHS035332,13,11.799
UNC22301863,13,11.8
UNC22302660,13,11.837
JAX00353088,13,11.849
UNC22303976,13,11.887
UNCHS035333,13,11.891
UNCHS035334,13,11.893
JAX00042836,13,11.896
UNC22304649,13,11.912
UNC22305502,13,11.949
UNC22306136,13,11.982
JAX00353146,13,11.993
UNC22307400,13,12.022
UNCHS035335,13,12.051
UNC22308422,13,12.069
JAX00042862,13,12.092
UNC22309122,13,12.095
UNCHS035337,13,12.105
UNCHS035338,13,12.11
UNCHS035340,13,12.117
UNC22309755,13,12.129
UNC22310805,13,12.17
UNC22311877,13,12.207
JAX00353211,13,12.225
B6_rs13481734,13,12.237
UNCHS035341,13,12.241
UNC22312523,13,12.242
UNCHS035342,13,12.243
UNC22313147,13,12.291
UNC22313635,13,12.32
UNC22314259,13,12.357
JAX00042899,13,12.376
UNC22314902,13,12.391
UNC22315563,13,12.434
UNC22317750,13,12.499
UNC22318387,13,12.535
UNCHS035343,13,12.535
UNCHS035344,13,12.537
JAX00042924,13,12.55
UNC22319177,13,12.575
JAX00353304,13,12.589
JAX00042929,13,12.591
UNC22319795,13,12.601
UNC22320103,13,12.612
UNCHS035345,13,12.613
JAX00353330,13,12.617
UNCHS035348,13,12.621
JAX00353333,13,12.622
JAX00353337,13,12.623
UNCHS035350,13,12.628
UNC22321249,13,12.653
UNCHS035354,13,12.654
UNCHS035356,13,12.658
JAX00042957,13,12.664
UNC22322284,13,12.675
JAX00042962,13,12.68
UNCHS035358,13,12.68
UNC22322593,13,12.68
UNCHS035359,13,12.686
UNCHS035360,13,12.687
JAX00353370,13,12.693
JAX00353381,13,12.697
JAX00353381r,13,12.697
UNC22324192,13,12.707
UNCHS035362,13,12.711
UNC22324881,13,12.724
JAX00353402,13,12.737
UNC22325510,13,12.738
UNC22326121,13,12.755
UNCHS035363,13,12.759
UNCHS035364,13,12.759
UNC22326927,13,12.766
UNCHS035365,13,12.773
UNCHS035366,13,12.774
JAX00202352,13,12.774
UNCHS035368,13,12.775
JAX00042998,13,12.782
JAX00353435,13,12.782
UNCHS035369,13,12.787
UNCHS035372,13,12.792
UNC22329468,13,12.808
UNC22330198,13,12.819
UNCHS035373,13,12.824
UNCHS035375,13,12.824
UNCHS035374,13,12.825
UNCHS035376,13,12.825
JAX00043017,13,12.834
UNC22331238,13,12.835
JAX00043024,13,12.848
UNC22332064,13,12.849
UNCHS035377,13,12.856
UNCHS035378,13,12.856
UNC22332906,13,12.863
UNC22333863,13,12.879
JAX00353528,13,12.879
JAX00353529,13,12.88
UNCHS035379,13,12.887
UNCHS035380,13,12.887
UNCHS035381,13,12.888
UNCHS035383,13,12.893
UNCHS035384,13,12.894
UNCHS035385,13,12.898
UNCHS035386,13,12.899
UNC22335460,13,12.906
UNCHS035387,13,12.91
UNCHS035388,13,12.91
UNC22336205,13,12.924
UNCHS035389,13,12.927
UNCHS035390,13,12.927
UNC22336953,13,12.934
JAX00353571,13,12.936
UNCHS035391,13,12.938
UNCHS035392,13,12.938
UNCHS035393,13,12.941
UNCHS035394,13,12.942
UNCHS035395,13,12.943
UNC22338010,13,12.949
JAX00043063,13,12.956
UNC22338724,13,12.959
JAX00353610,13,12.97
UNC22339673,13,12.974
UNC22340173,13,12.984
JAX00353634,13,12.99
UNCHS035397,13,12.999
UNCHS035398,13,13
UNCHS035399,13,13.003
UNCHS035400,13,13.004
UNCHS035401,13,13.004
UNCHS035402,13,13.005
UNCHS035403,13,13.007
UNCHS035404,13,13.007
UNCHS035405,13,13.008
UNCHS035406,13,13.009
UNCHS035407,13,13.014
UNCHS035408,13,13.015
JAX00353668,13,13.016
UNC22342078,13,13.017
JAX00353672,13,13.018
UNCHS035409,13,13.024
UNCHS035410,13,13.024
UNC22343031,13,13.032
UNCHS035411,13,13.035
UNCHS035412,13,13.035
UNC22343941,13,13.049
UNC22344786,13,13.061
JAX00353740,13,13.073
UNC22345701,13,13.074
UNCHS035414,13,13.078
UNC22346753,13,13.087
UNCHS035415,13,13.092
UNCHS035416,13,13.093
UNC22347916,13,13.102
JAX00353763,13,13.107
JAX00353768,13,13.113
UNC22349695,13,13.124
JAX00043129,13,13.142
UNC22351311,13,13.143
UNC22352273,13,13.157
UNCHS035418,13,13.165
UNC22353295,13,13.17
UNCHS035420,13,13.17
JAX00353820,13,13.17
JAX00043140,13,13.171
UNCHS035421,13,13.186
UNC22354521,13,13.187
UNCHS035422,13,13.187
UNCHS035423,13,13.19
UNCHS035424,13,13.191
UNC22355160,13,13.195
UNCHS035425,13,13.198
UNCHS035426,13,13.199
UNC22355792,13,13.213
UNCHS035427,13,13.213
UNCHS035428,13,13.215
JAX00043159,13,13.223
JAX00353882,13,13.228
UNC22356272,13,13.228
UNCHS035429,13,13.232
UNCHS035430,13,13.233
UNCHS035431,13,13.233
UNCHS035432,13,13.234
JAX00202408,13,13.237
UNC22356748,13,13.239
UNCHS035433,13,13.239
UNCHS035434,13,13.24
UNCHS035435,13,13.24
UNCHS035436,13,13.241
UNC22357851,13,13.255
UNCHS035437,13,13.256
JAX00353908,13,13.258
UNCHS035439,13,13.26
UNCHS035440,13,13.261
UNCHS035441,13,13.262
UNCHS035442,13,13.262
JAX00353914,13,13.266
UNC22358270,13,13.268
UNCHS035443,13,13.272
UNCHS035444,13,13.272
UNCHS035445,13,13.289
UNCHS035446,13,13.291
JAX00043188,13,13.302
UNC22359905,13,13.303
UNC22360576,13,13.314
JAX00353969,13,13.322
UNC22361479,13,13.331
JAX00353994,13,13.339
UNC22362250,13,13.341
UNC22364011,13,13.366
JAX00354033,13,13.368
JAX00354046,13,13.373
JAX00354046r,13,13.373
UNCHS035447,13,13.382
UNCHS035448,13,13.383
JAX00354086,13,13.387
JAX00354086q,13,13.387
